職缺名稱,職缺連結,公司名稱,工作地區,薪資待遇
[全職] iOS APP 工程師 (藍牙耳機應用程式),https://www.104.com.tw/job/76gez?jobsource=jolist_c_relevance,英霸聲學科技股份有限公司,新北市中和區,待遇面議
E8001 ICT系統整合業務（Government/高雄）,https://www.104.com.tw/job/7xe9q?jobsource=jolist_c_relevance,遠傳電信股份有限公司,高雄市前鎮區,待遇面議
數位媒體行銷企劃(台北內湖),https://www.104.com.tw/job/7m2hl?jobsource=jolist_c_relevance,優朋國際股份有限公司,台北市內湖區,"月薪35,000~45,000元"
保險業務員/保險業務儲備幹部(核准編號：B-AA-112-084),https://www.104.com.tw/job/71aiy?jobsource=jolist_c_relevance,新光人壽保險股份有限公司_仰德通訊處(陳雨婕)(核准編號B-AA-112-084),台北市中山區,"月薪26,400~40,000元"
【PropTech數位人才招募】APP開發工程師(iOS),https://www.104.com.tw/job/76c9b?jobsource=jolist_c_relevance,信義房屋股份有限公司,台北市信義區,待遇面議
國網中心_前瞻四期_程式開發工程師1名(03),https://www.104.com.tw/job/7tfxa?jobsource=jolist_c_relevance,財團法人國家實驗研究院,台南市新市區,"月薪33,800~59,000元"
★全新開幕★無經驗優先★台灣房屋中醫健行店★保障業務補貼★師徒搭檔,https://www.104.com.tw/job/7jx6h?jobsource=jolist_c_relevance,燊鼎地產股份有限公司,台中市北區,"月薪30,000~100,000元"
資深韌體設計工程師,https://www.104.com.tw/job/6ycjv?jobsource=jolist_c_relevance,高登智慧科技股份有限公司,新竹市,待遇面議
Marketing Specialist (行銷專員),https://www.104.com.tw/job/6vhef?jobsource=jolist_c_relevance,香港商心心創意有限公司台灣分公司,台北市松山區,"月薪30,000元以上"
Marketing Specialist (行銷專員),https://www.104.com.tw/job/6vhef?jobsource=jolist_b_relevance,香港商心心創意有限公司台灣分公司,台北市松山區,"月薪30,000元以上"
Data Engineer,https://www.104.com.tw/job/7j5sn?jobsource=jolist_b_relevance,台灣積體電路製造股份有限公司(台積電),新竹市,待遇面議
Creative Marketing Specialist and Translator,https://www.104.com.tw/job/7fic6?jobsource=jolist_b_relevance,ASUSTOR_華芸科技股份有限公司,台北市北投區,待遇面議
韌體工程師【新竹】,https://www.104.com.tw/job/5vxa6?jobsource=jolist_b_relevance,竹陞科技股份有限公司,新竹縣竹北市,待遇面議
"Sales Manager (Turkey, Middle East, Africa region)",https://www.104.com.tw/job/440dy?jobsource=jolist_b_relevance,ASUSTOR_華芸科技股份有限公司,台北市北投區,"月薪35,000~80,000元"
PHP 後端(資深)工程師,https://www.104.com.tw/job/7h2vh?jobsource=jolist_b_relevance,揪愛購股份有限公司,彰化縣彰化市,"月薪58,000元以上"
【數位人才招募】資安管理工程師,https://www.104.com.tw/job/76c68?jobsource=jolist_b_relevance,信義房屋股份有限公司,台北市信義區,待遇面議
設計師 Art,https://www.104.com.tw/job/4yuvn?jobsource=jolist_b_relevance,亞瑞特數位社群行銷有限公司,台北市松山區,"月薪28,000~38,000元"
主任資安工程師(技術研發)_台達研究院(台北),https://www.104.com.tw/job/6t08p?jobsource=jolist_b_relevance,台達電子工業股份有限公司 _DELTA ELECTRONICS INC.,台北市內湖區,待遇面議
"雲端數據架構師 - 數據科技 (數數發中心, DDT)",https://www.104.com.tw/job/7xlz2?jobsource=jolist_b_relevance,國泰金控_國泰金融控股股份有限公司,台北市信義區,待遇面議
Android 軟體工程師【台北-AR Cloud】,https://www.104.com.tw/job/7wx09?jobsource=jolist_b_relevance,中華系統整合股份有限公司,台北市大安區,待遇面議
【不動產經紀人員】(台北市全區)房屋仲介/新鮮人大學畢無工作經驗首選,https://www.104.com.tw/job/564s3?jobsource=jolist_b_relevance,信義房屋股份有限公司,台北市中正區,"月薪50,000元"
技術諮詢顧問-(新竹),https://www.104.com.tw/job/7w49b?jobsource=jolist_b_relevance,台灣智慧雲端服務股份有限公司,新竹市,待遇面議
【TNLR】數據與AI平台研發工程師,https://www.104.com.tw/job/7v0uo?jobsource=jolist_b_relevance,關鍵評論網股份有限公司,台北市信義區,待遇面議
QR工程師-身心障礙人才招募,https://www.104.com.tw/job/7fsnv?jobsource=jolist_b_relevance,台灣積體電路製造股份有限公司(台積電),新竹市,待遇面議
Technology Enablement Engineer-TC220042,https://www.104.com.tw/job/79kfm?jobsource=jolist_b_relevance,"Super Micro Computer, Inc._美超微電腦股份有限公司",桃園市八德區,待遇面議
後端工程師(Back-end engineer),https://www.104.com.tw/job/75ep5?jobsource=jolist_b_relevance,萊泀股份有限公司,台南市中西區,"月薪30,000~50,000元"
GPU Integration engineer,https://www.104.com.tw/job/6xfmb?jobsource=jolist_b_relevance,聯發科技股份有限公司,新竹市,待遇面議
System Engineer 系統工程師  #分散式系統  #技術大神 #內外部社群發展,https://www.104.com.tw/job/65nh2?jobsource=jolist_b_relevance,炬識科技股份有限公司,台北市中山區,待遇面議
"醫療診所-數位行銷顧問(薪獎50,000~100,000/月)",https://www.104.com.tw/job/7w7og?jobsource=jolist_b_relevance,久大寰宇資訊股份有限公司,台北市中正區,"月薪30,000~100,000元"
"Translator Intern, English to Japanese",https://www.104.com.tw/job/7jh3d?jobsource=jolist_d_relevance,沛星互動科技股份有限公司,台北市信義區,遠端工作
E8001 ICT系統整合業務（Enterprise/高雄）,https://www.104.com.tw/job/6tljd?jobsource=jolist_d_relevance,遠傳電信股份有限公司,高雄市前鎮區,待遇面議
高雄軟體園區-雲AI服務後端軟體工程師,https://www.104.com.tw/job/7lg1h?jobsource=jolist_d_relevance,鴻佰科技股份有限公司,高雄市前鎮區,待遇面議
『前12個月，每月5萬』房屋仲介高專專業經理人,https://www.104.com.tw/job/61j0r?jobsource=jolist_d_relevance,永慶不動產清華加盟店_捷報不動產仲介經紀有限公司,新竹市,"月薪50,000元以上"
【不動產經紀人員】(新竹市、竹北市)房仲業務/30天工作體驗/不適應離職再領5萬轉職金,https://www.104.com.tw/job/56d3b?jobsource=jolist_d_relevance,信義房屋股份有限公司,新竹市,"月薪50,000元"
★~百萬年薪好EASY~★  顏質最高團隊，彤彤組長帶領您進入迷人的房地產業務 保障業務補貼 行銷補助 教育訓練 完整福利,https://www.104.com.tw/job/7o7bh?jobsource=jolist_d_relevance,燊鼎地產股份有限公司水湳燊鴻分公司,台中市北屯區,"月薪35,000~200,000元"
Data Architect 數據架構師,https://www.104.com.tw/job/6jh6k?jobsource=jolist_d_relevance,德義資訊股份有限公司,台北市大同區,待遇面議
【不動產經紀人員】(新竹市、竹北市)房屋仲介/新鮮人大學畢無工作經驗首選,https://www.104.com.tw/job/4kevy?jobsource=jolist_d_relevance,信義房屋股份有限公司,新竹縣竹北市,"月薪50,000元"
研發替代役_工研院資通所_AI系統研發工程師 (W301),https://www.104.com.tw/job/7wtod?jobsource=jolist_d_relevance,工研院 _財團法人工業技術研究院,新竹縣竹東鎮,待遇面議
【技術部】數據分析師-行銷,https://www.104.com.tw/job/7s72r?jobsource=jolist_d_relevance,聯合線上股份有限公司,新北市汐止區,待遇面議
【數據發展部】數據分析師-行銷,https://www.104.com.tw/job/7d62g?jobsource=jolist_d_relevance,聯合報股份有限公司,新北市汐止區,待遇面議
專案企劃專員,https://www.104.com.tw/job/7riti?jobsource=jolist_d_relevance,和盟電子商務股份有限公司,台北市中山區,"月薪27,000~35,000元"
前端技術經理 Frontend Technical Manager_台北,https://www.104.com.tw/job/7axgh?jobsource=jolist_d_relevance,昕力資訊股份有限公司,台北市內湖區,待遇面議
AR/VR 互動式多媒體工程師【戰略數據中心】,https://www.104.com.tw/job/7jxny?jobsource=jolist_d_relevance,"大江生醫股份有限公司(TCI CO., Ltd)",屏東縣長治鄉,待遇面議
資深資料工程師 (Ruten露天市集－技術處),https://www.104.com.tw/job/7pnas?jobsource=jolist_d_relevance,PChome Online_網路家庭國際資訊(股)公司,台北市大安區,"月薪40,000元以上"
JAVA系統分析師/程式設計師,https://www.104.com.tw/job/7jz8s?jobsource=jolist_d_relevance,保誠人壽保險股份有限公司_總公司,台北市信義區,待遇面議
解決方案工程師,https://www.104.com.tw/job/7cedj?jobsource=jolist_d_relevance,雲發互動科技有限公司,台北市內湖區,待遇面議
【不動產經紀人員】(高雄)房屋仲介/完善培訓計畫/多元學習管道培養個人發展,https://www.104.com.tw/job/7bj0v?jobsource=jolist_d_relevance,信義房屋股份有限公司,高雄市前鎮區,"月薪50,000元"
5萬每月最高保障房屋仲介新人 (保證未達績效不扣錢),https://www.104.com.tw/job/7wch6?jobsource=jolist_d_relevance,中信房屋_昱信不動產仲介經紀有限公司,基隆市安樂區,"月薪35,000~50,000元"
Splunk分析工程師－B11D,https://www.104.com.tw/job/7ahpq?jobsource=jolist_d_relevance,精誠資訊股份有限公司,台北市內湖區,待遇面議
Splunk分析工程師－B11D,https://www.104.com.tw/job/7ahpq?jobsource=jolist_b_relevance,精誠資訊股份有限公司,台北市內湖區,待遇面議
韌體設計工程師,https://www.104.com.tw/job/3zjdh?jobsource=jolist_b_relevance,高登智慧科技股份有限公司,新竹市,"月薪38,000元以上"
不動產業務菁英〈台中-西區〉,https://www.104.com.tw/job/2o46r?jobsource=jolist_b_relevance,群義房屋_群義不動產經紀股份有限公司,台中市西區,"月薪30,000~100,000元"
SRE資深工程師 (視訊/線上面談),https://www.104.com.tw/job/75t5t?jobsource=jolist_b_relevance,104人力銀行_一零四資訊科技股份有限公司,新北市新店區,待遇面議
Data Science Manager (視訊/線上面談),https://www.104.com.tw/job/7bzt0?jobsource=jolist_b_relevance,104人力銀行_一零四資訊科技股份有限公司,新北市新店區,待遇面議
工研院資通所_裸機技術開發系統工程師(A3),https://www.104.com.tw/job/7v6xz?jobsource=jolist_b_relevance,工研院 _財團法人工業技術研究院,新竹縣竹東鎮,待遇面議
RD20165 Senior Data Infrastructure Engineer (資深資料架構工程師),https://www.104.com.tw/job/7bra8?jobsource=jolist_b_relevance,華碩電腦股份有限公司,台北市北投區,待遇面議
獵才顧問(傳統製造、生技醫療領域),https://www.104.com.tw/job/7bjv1?jobsource=jolist_b_relevance,104人力銀行_一零四資訊科技股份有限公司,台北市松山區,待遇面議
Sales Manager (E-Commerce),https://www.104.com.tw/job/73jeg?jobsource=jolist_b_relevance,ASUSTOR_華芸科技股份有限公司,台北市北投區,待遇面議
【不動產經紀人員】(高雄)房仲業務/新鮮人大學畢無工作經驗首選,https://www.104.com.tw/job/7bj0z?jobsource=jolist_b_relevance,信義房屋股份有限公司,高雄市新興區,"月薪50,000元"
☆無經驗6個月業務補貼35000含行銷補助+獎金+加碼獎金+勞健保☆，成交千萬大案很簡單！來做業務提早退休規劃,https://www.104.com.tw/job/5aqup?jobsource=jolist_b_relevance,燊鼎地產股份有限公司,台中市北屯區,"月薪30,000~100,000元"
資深 前端工程師,https://www.104.com.tw/job/6mrli?jobsource=jolist_b_relevance,網際威信股份有限公司,台北市內湖區,待遇面議
R&D AI / ML 研發工程師-身心障礙人才招募,https://www.104.com.tw/job/7gla6?jobsource=jolist_b_relevance,台灣積體電路製造股份有限公司(台積電),新竹市,待遇面議
"加盟連鎖-數位行銷顧問(薪獎50,000~100,000/月)",https://www.104.com.tw/job/7w7ol?jobsource=jolist_b_relevance,久大寰宇資訊股份有限公司,台北市中正區,"月薪30,000~100,000元"
(Sr.)Rack Solution Test Engineer/(資深) 機櫃測試工程師,https://www.104.com.tw/job/6tpnt?jobsource=jolist_b_relevance,"Super Micro Computer, Inc._美超微電腦股份有限公司",桃園市八德區,待遇面議
【永慶不動產】不動產經紀人/營業員**無經驗新人培訓&教育訓練0907-627-686,https://www.104.com.tw/job/3ez6a?jobsource=jolist_b_relevance,永慶不動產高雄巨蛋圓盛加盟店_圓盛房屋仲介有限公司,高雄市左營區,"論件計酬1,000~3,000,000元"
Site Reliability Engineer (SRE) | Cloud Engineering ,https://www.104.com.tw/job/76msi?jobsource=jolist_b_relevance,104人力銀行_一零四資訊科技股份有限公司,新北市新店區,待遇面議
PHP全端開發工程師(DevOPs雲端開發),https://www.104.com.tw/job/63s4m?jobsource=jolist_b_relevance,104人力銀行_一零四資訊科技股份有限公司,新北市新店區,"月薪50,000~85,000元"
不動產高專經紀人((台北市)),https://www.104.com.tw/job/42xny?jobsource=jolist_b_relevance,群義房屋_群義不動產經紀股份有限公司,台北市松山區,"月薪26,400~100,000元"
Hybrid Cloud Application Developer,https://www.104.com.tw/job/6dlke?jobsource=jolist_b_relevance,威盛電子股份有限公司,新北市新店區,待遇面議
iOS APP 軟體研發工程師,https://www.104.com.tw/job/4401t?jobsource=jolist_b_relevance,ASUSTOR_華芸科技股份有限公司,台北市北投區,待遇面議
資深後端工程師<駐點遊戲公司>-G00000012,https://www.104.com.tw/job/7t5it?jobsource=jolist_b_relevance,智聯服務股份有限公司,台北市內湖區,待遇面議
【不動產經紀人員】(新竹市、竹北市)房仲業務/新鮮人大學畢無工作經驗首選,https://www.104.com.tw/job/6bo65?jobsource=jolist_b_relevance,信義房屋股份有限公司,新竹市,"月薪50,000元"
不動產業務菁英〈台中-西屯七期〉,https://www.104.com.tw/job/7cg88?jobsource=jolist_b_relevance,群義房屋_群義不動產經紀股份有限公司,台中市西屯區,"月薪30,000~100,000元"
不動產業務菁英〈台中-南屯區〉,https://www.104.com.tw/job/v3ox?jobsource=jolist_b_relevance,群義房屋_群義不動產經紀股份有限公司,台中市南屯區,"月薪30,000~100,000元"
PHP 資深軟體工程師* (視訊/線上面談)-擴編職缺,https://www.104.com.tw/job/5edsi?jobsource=jolist_b_relevance,104人力銀行_一零四資訊科技股份有限公司,新北市新店區,待遇面議
(Sr. )Rack Solution System Engineer (資深)機櫃系統工程師-TC220497,https://www.104.com.tw/job/7m516?jobsource=jolist_b_relevance,"Super Micro Computer, Inc._美超微電腦股份有限公司",桃園市八德區,待遇面議
主任資安工程師(漏洞研究)_台達研究院(台北),https://www.104.com.tw/job/6t09c?jobsource=jolist_b_relevance,台達電子工業股份有限公司 _DELTA ELECTRONICS INC.,台北市內湖區,待遇面議
【不動產經紀人員】(新竹市、竹北市)房屋仲介/轉職百萬年薪不是夢,https://www.104.com.tw/job/7biwq?jobsource=jolist_b_relevance,信義房屋股份有限公司,新竹市,"月薪50,000元"
資深資料庫工程師-M115,https://www.104.com.tw/job/49m93?jobsource=jolist_b_relevance,精誠資訊股份有限公司,台北市中正區,待遇面議
VB.Net程式設計工程師,https://www.104.com.tw/job/6oxyb?jobsource=jolist_b_relevance,指南動力有限公司,台北市大安區,待遇面議
完善1對1親自帶領~無經驗6個月業務補貼35000含行銷補助+獎金+加碼獎金+勞健保.高額抽成.4店直營.享勞健保.,https://www.104.com.tw/job/6u696?jobsource=jolist_b_relevance,燊鼎地產股份有限公司,台中市北屯區,"月薪30,000~100,000元"
